Point	ASR
1	1577804.2
2	3.2107082e+10
3	8042791.5
4	5.0779101e+08
5	2.6173112e+09
6	8.190999e+08
7	7.6467526e+08
8	3.3764744e+09
9	8.1141055e+12
10	9.5268922e+08
11	1153998.1
12	1.2199647e+09
13	5.9530227e+08
14	170385.31
15	1.1086367e+09
16	4.2932255e+09
17	6.4230522e+08
18	6.220542e+09
19	6.254974e+09
20	7.5381886e+11
21	5.0911395e+08
22	172195.41
23	4.2512221e+08
24	1.2064438e+09
25	169834.19
26	1.7232798e+08
27	3499882.8
28	4.1060627e+08
29	6.0444256e+08
30	885983.5
31	177946.59
32	4282430.5
33	1458697.8
34	1.490545e+09
35	2.5694835e+09
36	2503619.8
37	2.1686794e+10
38	5.9721675e+10
39	8.1253997e+12
40	2.4400824e+09
41	2.6320263e+10
42	2019520.9
43	2.8225827e+08
44	3.6236701e+08
45	159991.89
46	4831897
47	1.8625403e+08
48	1.6732566e+09
49	5.3111827e+08
50	1.2038584e+09
51	2.6718636e+09
52	3.525401e+10
53	3028347.8
54	1.2599763e+09
55	3.2923891e+09
56	2.248438e+09
57	4.2851325e+09
58	6.2603142e+08
59	566887.31
60	2.1025109e+08
61	1.6851503e+09
62	929420.94
63	5.2183856e+08
64	123713.78
65	9.7207162e+08
66	7.2759296e+08
67	3.4840264e+09
68	1.3690449e+09
69	2.9541968e+08
70	6.3523005e+09
71	333491.28
72	7.1761514e+11
73	2.1521606e+08
74	183582.73
75	1.8920525e+09
76	4062103.5
77	4.7788652e+09
78	1.3951656e+10
79	2764100.2
80	1.6597034e+09
81	3.6231894e+08
82	1.1573628e+09
83	4753351
84	4.6684068e+09
85	5.8981267e+08
86	1.138199e+09
87	2.4261578e+09
88	9.8111939e+09
89	7858694
90	5.4759846e+08
91	4.3793805e+08
92	1.7919645e+08
93	2.915087e+08
94	1.3376902e+12
95	133799.11
96	3.4274784e+08
97	2889423.5
98	5.2239345e+11
99	1.5572874e+09
100	1747448.6
101	651347.56
102	2.5198719e+10
103	2787020.8
104	420235.16
105	4.5804421e+09
106	5.6894244e+09
107	1.9964822e+09
108	8.6803808e+08
109	184432.81
110	5.2338938e+08
111	1.3819866e+10
112	6.3579488e+08
113	1.052e+09
114	13402140
115	3.3960617e+09
116	968014
117	7.7942925e+08
118	3.8739387e+09
119	3.4464996e+09
120	2923880.2
121	1.1834381e+09
122	2.6929733e+09
123	1.1342877e+09
124	5.8499597e+08
125	1.7533229e+09
126	5.9605376e+08
127	958719.81
128	3099966.5
129	6.0077651e+08
130	3823427
131	2063781.4
132	2442400.5
